,QID,SID,SUBCATEGORY,QUESTION,CORRECT,INCORRECT1,INCORRECT2,INCORRECT3
603,291,10,Directors,"Kathryn Bigelow, director of The Hurt Locker and Zero Dark Thirty, also made which 90s action film?",Point Break,Face/Off,Con Air,The Rock
604,1499,17,Greek Mythology,Which Greek God was the equivalent of the Roman God Vulcan?,Hephaestus,Poseidon,Apollo,Artemis
605,196,7,Comics,Stan Lee wrote which of the following comics?,Fantastic Four,Watchmen,Batman,The New Avengers
606,441,15,Cities,Belmopan is the capital city of which country?,Belize,El Salvador,Honduras,Nicaragua
607,1589,21,Classic Rock,Which of these was NOT a member of Cream?,David Crosby,Eric Clapton,Jack Bruce,Ginger Baker
608,475,16,Landmarks & Monuments,Which mountain is the highest in Germany?,Zugspitze,Dreitorspitze,Alpspitze,Watzmann
609,399,14,Decades 1980s,Who starred in Dead Poets' Society?,Robin Williams,Robbie Williams,Robbie Coltrane,Robert Redford
610,884,30,Reality TV,In what year did The Real World first broadcast on MTV?,1992,1990,1999,1981
611,756,26,Astronomy & Space & Planets,"Which constellation takes its name from the Latin word for ""twins""?",Gemini,Andromeda,Taurus,Hydra
612,1711,10,Directors,Who directed the 1946 adaptation of Charles Dickens' 'Great Expectations'?,David Lean,Noël Coward,William Wyler,Frank Capra
613,1051,10,Directors,"In 2010, which airline removed film director Kevin Smith from a plane because he was too obese to fly?",Southwest,Delta,AirTran,Continental
614,1200,9,Musicals,The 1980s Broadway musical 'La Cage aux Folles' is set in which country?,France,China,South Africa,Mexico
615,1639,15,Cities,Which province of the Republic of Ireland is the city of Dublin in?,Leinster,Munster,Ulster,Connacht
616,1183,16,Landmarks & Monuments,Seattle's Space Needle opened in which decade?,1960s,1980s,2000s,1940s
617,1482,15,Cities,Which city is the world's southernmost capital city of a sovereign state?,Wellington,Cairo,Nairobi,Warsaw
618,409,14,Decades 1980s,Who did Eddie Murphy act as in Beverly Hills Cop?,Axel Foley,Victor Maitland,Douglas Todd,Mikey Tandino
619,983,21,Classic Rock,From which city does Bruce Springsteen hail?,New Jersey,New York,Washington,Florida
620,699,24,Chemistry,Which of these building materials is damaged by acid rain?,Limestone,Bauxite,Allochem,Phosphorite
621,1007,13,Brazilian Cuisine,How is Pao de Queijo cooked?,Baked,Smoked,Fried,Boiled
622,1250,16,Landmarks & Monuments,The Victoria Falls are on which African river?,Zambezi,Congo,Nile,Limpopo
623,538,18,Beauty & Health,Myopia is a condition which affects which part of the body?,Eyes,Mouth,Nose,Fingers
624,808,27,Sport - General - World Cup (Soccer),Which goalkeeper has conceded most goals at a single World Cup?,Hong Deok-Young,Vladimir Beara,Turgay Şeren,Kurt Schmied
625,1658,28,Sport - US - Basketball General,Which team play their home games at the State Farm Arena?,Atlanta Hawks,Toronto Raptors,Chicago Bulls,LA Lakers
626,1138,25,Biology,Molars are generally used for doing what with food?,Grinding,Cutting,Biting,Slicing
627,1293,9,Musicals,What does the musical term pressando mean?,Faster,Getting softer,With spirit,Short and sharp
628,519,18,Beauty & Health,"What does a human adult do about 23,000 times a day?",Breathe,Swallow,Yawn,Burp
629,1704,18,Beauty & Health,Who devised a simple test to determine the health of newborns?,Virginia Apgar,Marie Curie,Maria Goeppert Mayer,Jonas Salk
630,1331,20,Mathematics,What is four times 58?,232,234,236,238
631,1079,19,Board Games,In what era does the game Civilization start?,Ancient,Medieval,Industrial,Modern
632,1391,18,Beauty & Health,What percentage of 6-to-19 year-olds in the US were considered obese in 2004?,16.5 Percent,35 Percent,5 Percent,6.5 Percent
633,592,20,Mathematics,Exponents make it easier to write and use which mathematical operator?,Multiplication,Subtraction,Addition,Division
634,556,19,Board Games,"Which of the following is a popular ""pop-o-matic"" board game?",Frustration,Concentration,Annoyance,Exasperation
635,1440,18,Beauty & Health,Where is the vomer bone located?,Nose,Hand,Foot,Spine
636,746,25,Biology,Which of these cats is an endangered species?,Snow Leopard,Domestic Cat,Lion,Red tiger
637,339,12,Japanese Cuisine,Tenmusu is a bento box favourite dish of rice balls filled with which deep fried seafood?,Shrimps,Oyster,Octopus,Eel
638,419,14,Decades 1980s,Who played The Terminator in the original Terminator movie?,Arnold Schwarzenegger,Steven Seagal,Jackie Chan,Dolph Lundgren
639,1588,25,Biology,"Which of these was a gigantic shark, before it went extinct? ",Megalodon,Great White,Blue Shark,Bull Shark
640,1036,2,Children’s Literature,"In 'Goldilocks', what kind of food were the bears letting cool off?",Pudding,Pie,Donuts,Custard
641,1006,13,Brazilian Cuisine,How is Heart of Palm Salad placed before cooking?,Skewer,Marinade,Frozen,Sun-dried
642,1596,18,Beauty & Health,Which organs are affected by Asthma?,The Lungs,The Liver,The Kidneys,The Pancreas
643,1172,30,Reality TV,Red John is the killer from which TV show?,The Mentalist,The Physicist,The Scientist,The Footballist
644,1110,4,Famous Authors,Jo March is a character originally from which novel?,Little Women,Little Men,Jo's Boys,Pride and Prejudice
645,578,20,Mathematics,"A hockey team played 20 games in a season, and had a winning percentage of 75%. How many games did they lose?",5,10,2,6
646,487,17,Greek Mythology,Nike was the Greek God of what?,Victory,Heaven,Hell,Competition
647,450,15,Cities,In which city would you be most likely to see a statue of the mythical Merlion?,Singapore,Kuala Lumpur,Bangkok,Auckland
648,999,14,Decades 1980s,How did IRA activist Bobby Sands die in prison in 1981?,Hunger Strike,Murdered,Self-electrocution,Heart Attack
649,847,29,Cartoons,Danny Attonucci is the creator of which 90s cartoon?,"Ed, Edd and Eddy","Ed, Edwardo and Edwardo",Ed and Edward,Cow and Chicken
650,843,29,Cartoons,In which year did the Cartoon Network show Johnny Bravo first air on television?,1995,1975,1960,2015
651,1661,11,Films Released in 1930s-1950s,Which track vehicle are the people on in 'Shanghai Express' (1932)?,Train,Ship,Plane,Helicopter
652,956,9,Musicals,Chart-topper 'You're The One That I Want' came from which musical?,Grease,My Fair Lady,South Pacific,West Side Story
653,1319,20,Mathematics,What is a third of 999?,333,300,600,555
654,706,24,Chemistry,Steel is a mixture of iron with what else?,Carbon,Sodium,Oxygen,Hydrogen
655,1744,28,Sport - US - Basketball General,"Who was known as ""The Houdini of the Hardwood""?",Bob Cousy,Bob Petit,Larry Bird,Michael Jordan
656,632,22,Classical Music,How many Operas were composed by Giacomo Puccini?,12,2,24,36
657,1575,5,Electronics,Which of these items would use a modem?,Computer,Washing machine,Sewing machine,Steam iron
658,1790,20,Mathematics,"Work out 72,000 ÷ 9,000",8,"8,000",800,80
659,1792,28,Sport - US - Basketball General,Yao Ming was a Number 1 pick in the NBA Draft in the 2000s by which team?,Houston Rockets,Orlando Magic,Toronto Raptors,Portland Trial Blazers
660,545,19,Board Games,The board game Snakes and Ladders is better known as what in the US?,Chutes and Ladders,Slides and Ladders,Shafts and Ladders,Flumes and Ladders
661,982,21,Classic Rock,From what country are the band Simple Minds?,Scotland,England,Ireland,Wales
662,1356,16,Landmarks & Monuments,What is the name of highest mountain in Japan?,Fuji,Kita,Hijiri,Yara
663,198,7,Comics,Which actor played Aquaman in the film based on the DC comic character?,Jason Momoa,Jackson Momoa,Jason Statham ,Vin Diesel
664,917,25,Biology,A Kingfisher is a type of what?,Bird,Mammal,Reptile,Insect
665,508,17,Greek Mythology,"Which of these is a sea cow, supposedly the origin of the mythical mermaid?",Dugong,Manta ray,Orlop,Pabulum
666,1740,21,Classic Rock,Who released the album 'Slippery When Wet'?,Bon Jovi,Guns N Roses,Cream,ACDC
667,19,1,History of Art,Painter Diego Rivera was from which Latin American country?,Mexico,Brazil,Argentina,Peru
668,1307,20,Mathematics,What is 8/5 in percent?,1.6,1.3,0.6,0.9
669,959,9,Musicals,Complete the name of the musical. 'Miss ____'.,Saigon,Northwood,Vietnam,Thailand
670,1579,28,Sport - US - Basketball General,Which of these NBA teams are based at the AT and T center?,San Antonio Spurs,New Orleans Pelicans,Memphis Grizzlies,Houston Rockets
671,1650,14,Decades 1980s,Which Soviet leader introduced the openness policy of 'Glasnost' in the 1980s?,Gorbachev,Andropov,Chernenko,Brezhnev
672,736,25,Biology,Which of these is a real name for a type of alligator?,American alligator,Spanish alligator,English alligator,Dutch alligator
673,13,1,History of Art,The Uffizi is a an art museum in which city?,Florence,Barcelona,Athens,New York
674,1438,25,Biology,Where in the flowering plant does the male gamete form?,In the pollen grain,The seed,The flower,The leaf
675,618,21,Classic Rock,Buffalo Springfield had a breakout hit single with which song?,For What It's Worth,Kind woman,Expecting to Fly,Pretty Girl Why
676,970,29,Cartoons,Dr. Joel Fleischman was sent to practice medicine in which US state in the ‘90s TV series Northern Exposure?,Alaska,Texas,Seattle,North Carolina
677,75,3,Lord of the Rings,In what country was J.R.R. Tolkien born?,South Africa,India,Canada,Australia
678,132,5,Electronics,What does the 'e' stand for in e-mail?,Electronic,Electrifying,Electric,Elective
679,129,5,Electronics,HP and IBM are brands of which product?,Computers,Cigarettes,Cola,Credit cards
680,1560,14,Decades 1980s,Which of these fashion trends is associated with the '80s? ,Leotards & Dancewear,Disco,Hippy,Rockabilly
681,981,13,Brazilian Cuisine,"Fricassee is not a Brazilian/Portuguese word, but rather from another European nation known for their world renown cuisine. Who are they?",French,Portuguese,Indonesian,Russian
682,23,1,History of Art,"What was the name of the ""anti-art"" movement founded in Zürich in 1916?",Dada,Mama,Gaga,Yaya
683,398,14,Decades 1980s,Who carries Debra Winger out of the plant at the end of An Officer and A Gentleman?,Richard Gere,Tom Hanks,Tom Cruise,Matthew McConaughey
684,1593,22,Classical Music,Which one of these was NOT a Czech composer?,Franck,Janacek,Smetana,Dvorak
685,1364,25,Biology,What is the other name of red salmon?,Sockeye Salmon,Chum Salmon,Keta Salmon,Coho Salmon
686,1199,3,Lord of the Rings,The 'Lord of the Rings' movie series was filmed in which country?,New Zealand,USA,Canada,England
687,721,25,Biology,Collagen and hemoglobin are examples of what?,Protein,Carbohydrate,Fruit,Vegetable
688,1075,29,Cartoons,"In the TV cartoon, who drove 'Ivor the Engine'?",Jones the Steam,Evans the Slag,Davies the Coal,Owen the Money
689,529,18,Beauty & Health,"What do the letters ""EEG"" stand for?",Electroencephalogram,Early Estrogen Given,Elective Endogravesthectomy,Electroestrodiol Group
690,694,24,Chemistry,Which compound has the chemical formula H2O?,Water,Sulphuric Acid,Carbon Monoxide,Alcohol
691,119,4,Famous Authors,"Who wrote the ""Outlander"" series of novels?",Diana Gabaldon,Audrey Niffenegger,Suzanne Collins,Jodi Picoult
692,273,10,Directors,"Who directed action films The Rock, Armageddon and Pearl Harbor?",Michael Bay,Stephen Spielberg,George Lucas,John Woo
693,1735,3,Lord of the Rings,Who played the role of Gimli in the 'Lord of the Rings' movie series?,Gloin,Durin,Balin,Elrond 
694,1117,12,Japanese Cuisine,Kagami mochi is a rice cake eaten at which time of year?,New Year,Spring,Summer,Harvest
695,1264,16,Landmarks & Monuments,Vatican City is home to which famous square?,St Peter's,St Paul's,St James's,St John's
696,1367,13,Brazilian Cuisine,What is the Portuguese name for chicken pot pie in Brazil?,Empadao de Frango,Galinha Pie,Frango no Forno,Empadao do Shepherd
697,1410,8,Video Games,What video game genre is the 'Call Of Duty' series?,First Person Shooter,RPG,Beat 'Em Up,Graphic Adventure
698,158,6,Car Parts,What is the function of a car radiator?,Cooling,Heating,Fuel efficiency,Braking
699,738,25,Biology,"The small, white domestic pigeon symbolizes what?",Peace,Love,Fertility,Freedom
700,307,11,Films Released in 1930s-1950s,The 'Lady and the Tramp' (1955) is a romantic tale between what animals?,Dogs,Cats,Goats,Mammoths
701,24,1,History of Art,Les Demoiselles D'Avignon is a 1907 work by which artist?,Picasso,Dali,Miro,Warhol
702,534,18,Beauty & Health,The tube leading from the kidney to the bladder is called?,Ureter,Urethra,Cystic Duct,Malphigian Tubule
703,1622,27,Sport - General - World Cup (Soccer),Which player was the captain of the winning Germany team at the 2014 World Cup?,Philipp Lahm,Bastian Schweinsteiger,Miroslav Klose,Toni Kroos
704,809,27,Sport - General - World Cup (Soccer),Which Denmark player has won the Bronze Ball at the 1986 World Cup?,Preben Elkjær Larsen,Michael Laudrup,Søren Lerby,John Eriksen
705,237,8,Video Games,Counter Strike: Source was what type of game?,First Person Shooter,Third Person Shooter,Strategy,Action
706,505,17,Greek Mythology,"Mars, Jupiter, Mercury and Venus were gods of which ancient civilisation?",Roman,Babylonian,Egyptian,Inca
707,1091,15,Cities,In which county of Northern Ireland is the majority of the city of Belfast?,Down,Antrim,Fermanagh,Tyrone
708,1111,21,Classic Rock,Joey Kramer is the drummer for which band?,Aerosmith,ACDC,T-Rex,Iron Maiden
709,1473,15,Cities,"Which capital city is referred to as the ""phoenix city""?",Warsaw,Cairo,Ottawa,Lisbon
710,1594,22,Classical Music,Which one of these was NOT a French composer?,Liszt,Debussy,Berlioz,Ravel
711,263,9,Musicals,Which Baz Luhrmann film is set to hit the London's West End as a theatre musical in 2021?,Moulin Rouge,Australia,The Great Gatsby,Romeo + Juliet
712,897,30,Reality TV,Piers Morgan appeared as a contestant on which American reality show?,The Apprentice,America’s Got Talent,Dancing With The Stars,The Biggest Loser
713,1641,19,Board Games,Which resource in Civilization starts at Happy?,Gems,Coal,Oil,Iron
714,223,8,Video Games,Princess Zelda from Legend of Zelda is named after which author's wife?,F. Scott Fitzgerald,G. Scott Fitzgerald,H. Scott Fitzgerald,D. Scott Fitzgerald
715,1628,27,Sport - General - World Cup (Soccer),Which player was the Spaniards' top scorer at the 2018 World Cup?,Diego Costa,Iago Aspas,Isco,Nacho
716,140,5,Electronics,Who invented ARPANET?,U.S. Government,Microsoft,IBM,Al Gore
717,1728,30,Reality TV,Who is the lead actress in the TV show Homeland?,Claire Danes,Kristanna Loken,Michelle Pfeiffer,Sienna Miller
718,1413,2,Children’s Literature,What was Sleeping Beauty’s first name?,Rosamond,Roisin,Rihanna,Rachel
719,911,20,Mathematics,19 plus what equals 42?,23,24,22,25
720,933,25,Biology,An average male alligator weighs how much?,600 pounds,10 pounds,60 pounds,"6,000 pounds"
721,521,18,Beauty & Health,The most common place for a hernia in a man is where?,Groin,Neck,Arm,Foot
722,303,11,Films Released in 1930s-1950s,How many samurai does a poor village hire to save them from bandits in 'Seven Samurai' (1954)?,7,4,3,9
723,1010,16,Landmarks & Monuments,How many boroughs are there in New York City?,5,10,15,20
724,145,5,Electronics,Which piece of technology was nearly called the 'Mini rack' when it was first launched?,CD,Mobile phone,Blackberry,iPod
725,1682,11,Films Released in 1930s-1950s,Which war does three veterans return to their small American town in 'The Best Years of Our Lives' (1946)?,World War 2,Korean War,Iraqi War,Cold War
